2012-01;Sud-Est;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;118;118;0;11;90.7
2012-01;Atlantique;POITIERS;PARIS MONTPARNASSE;507;507;0;55;89.2
2012-01;Atlantique;NANTES;PARIS MONTPARNASSE;598;595;3;31;94.8
2012-01;Atlantique;TOURS;PARIS MONTPARNASSE;212;212;0;28;86.8
2012-01;Sud-Est;PERPIGNAN;PARIS LYON;152;152;0;13;91.4
2012-01;Sud-Est;PARIS LYON;NIMES;357;357;0;39;89.1
2012-01;Est;STRASBOURG;NANTES;55;55;0;9;83.6
2012-01;Nord;PARIS NORD;ARRAS;377;377;0;26;93.1
2012-01;Est;PARIS EST;REIMS;253;253;0;18;92.9
2011-12;Atlantique;ST PIERRE DES CORPS;PARIS MONTPARNASSE;460;460;0;78;83.0
2011-12;Atlantique;QUIMPER;PARIS MONTPARNASSE;148;147;1;13;91.2
2011-12;Atlantique;PARIS MONTPARNASSE;NANTES;606;604;2;47;92.2
2011-12;Atlantique;VANNES;PARIS MONTPARNASSE;176;175;1;20;88.6
2011-12;Atlantique;PARIS MONTPARNASSE;RENNES;569;569;0;46;91.9
2011-12;Sud-Est;MONTPELLIER;PARIS LYON;336;336;0;30;91.1
2011-12;Sud-Est;PARIS LYON;MONTPELLIER;323;323;0;24;92.6
2011-12;Est;PARIS EST;STRASBOURG;485;485;0;56;88.5
2011-12;Est;STRASBOURG;NANTES;38;38;0;6;84.2
2011-12;Est;PARIS EST;REIMS;252;252;0;8;96.8
2012-03;Est;STRASBOURG;NANTES;61;61;0;7;88.5
2012-03;Est;NANCY;PARIS EST;298;297;1;13;95.6
2011-11;Atlantique;PARIS MONTPARNASSE;BORDEAUX ST JEAN;663;658;5;37;94.4
2011-11;Sud-Est;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;112;112;0;17;84.8
2011-11;Atlantique;LE MANS;PARIS MONTPARNASSE;454;448;6;105;76.6
2011-11;Atlantique;PARIS MONTPARNASSE;VANNES;190;186;4;16;91.4
2011-11;Sud-Est;PARIS LYON;LYON PART DIEU;627;627;0;40;93.6
2011-11;Sud-Est;MACON LOCHE;PARIS LYON;179;178;1;4;97.8
2011-11;Est;PARIS LYON;MULHOUSE VILLE;216;216;0;25;88.4
2011-11;Sud-Est;TOULON;PARIS LYON;254;252;2;27;89.3
2011-11;Est;REIMS;PARIS EST;228;228;0;35;84.6
2011-11;Est;PARIS EST;NANCY;284;284;0;8;97.2
2011-10;Sud-Est;LYON PART DIEU;MARSEILLE ST CHARLES;547;543;4;137;74.8
2011-10;Atlantique;PARIS MONTPARNASSE;ANGOULEME;323;323;0;43;86.7
2011-10;Sud-Est;LYON PART DIEU;PARIS LYON;626;625;1;37;94.1
2011-10;Atlantique;RENNES;LYON PART DIEU;85;85;0;11;87.1
2011-10;Sud-Est;MONTPELLIER;PARIS LYON;394;393;1;44;88.8
2011-10;Sud-Est;PARIS LYON;MONTPELLIER;380;378;2;36;90.5
2011-10;Nord;LILLE;MARSEILLE ST CHARLES;166;165;1;42;74.5
2011-10;Nord;MARSEILLE ST CHARLES;LILLE;200;200;0;59;70.5
2011-10;Est;NANTES;STRASBOURG;48;45;3;9;80.0
2011-10;Est;REIMS;PARIS EST;234;233;1;22;90.6
2011-12;Atlantique;LA ROCHELLE VILLE;PARIS MONTPARNASSE;204;204;0;19;90.7
2011-09;Sud-Est;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;216;216;0;27;87.5
2011-09;Sud-Est;LYON PART DIEU;MARSEILLE ST CHARLES;543;543;0;97;82.1
2011-09;Sud-Est;MONTPELLIER;LYON PART DIEU;353;353;0;61;82.7
2011-09;Sud-Est;PARIS LYON;LYON PART DIEU;637;637;0;55;91.4
2011-09;Sud-Est;DIJON VILLE;PARIS LYON;417;417;0;28;93.3
2011-09;Sud-Est;PARIS LYON;GRENOBLE;134;134;0;18;86.6
2011-09;Nord;DUNKERQUE;PARIS NORD;200;200;0;14;93.0
2011-09;Nord;PARIS NORD;DUNKERQUE;171;171;0;18;89.5
2011-09;Nord;PARIS NORD;DOUAI;156;156;0;24;84.6
2011-12;Atlantique;PARIS MONTPARNASSE;ANGERS SAINT LAUD;449;447;2;40;91.1
2011-11;Sud-Est;BESANCON FRANCHE COMTE TGV;PARIS LYON;140;140;0;10;92.9
2011-12;Sud-Est;LYON PART DIEU;MARSEILLE ST CHARLES;515;515;0;139;73.0
2011-12;Sud-Est;PARIS LYON;AIX EN PROVENCE TGV;417;417;0;29;93.0
2011-12;Nord;MARSEILLE ST CHARLES;LILLE;152;152;0;26;82.9
2011-11;Sud-Est;PARIS LYON;AVIGNON TGV;390;390;0;42;89.2
2011-12;Sud-Est;PARIS LYON;GRENOBLE;218;218;0;20;90.8
2011-12;Nord;LYON PART DIEU;LILLE;291;291;0;46;84.2
2011-11;Nord;ARRAS;PARIS NORD;322;322;0;25;92.2
2011-11;Nord;PARIS NORD;ARRAS;352;352;0;22;93.8
2011-11;Sud-Est;MARSEILLE ST CHARLES;LYON PART DIEU;541;541;0;89;83.5
2011-10;Atlantique;PARIS MONTPARNASSE;ST MALO;36;36;0;1;97.2
2011-11;Atlantique;LAVAL;PARIS MONTPARNASSE;229;226;3;32;85.8
2011-10;Sud-Est;PARIS LYON;BELLEGARDE (AIN);261;261;0;37;85.8
2011-11;Sud-Est;DIJON VILLE;PARIS LYON;411;410;1;20;95.1
2011-11;Nord;MARSEILLE ST CHARLES;LILLE;197;197;0;34;82.7
2011-11;Sud-Est;GRENOBLE;PARIS LYON;234;233;1;24;89.7
2011-11;Sud-Est;PARIS LYON;GRENOBLE;133;133;0;17;87.2
2011-10;Sud-Est;PARIS LYON;TOULON;236;236;0;30;87.3
2011-10;Sud-Est;TOULON;PARIS LYON;248;248;0;29;88.3
2011-10;Sud-Est;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;220;220;0;32;85.5
2011-10;Atlantique;PARIS MONTPARNASSE;POITIERS;454;454;0;39;91.4
2011-10;Atlantique;PARIS MONTPARNASSE;QUIMPER;171;171;0;19;88.9
2011-10;Sud-Est;MONTPELLIER;LYON PART DIEU;359;357;2;72;79.8
2011-10;Atlantique;LYON PART DIEU;RENNES;60;60;0;30;50.0
2011-10;Sud-Est;PARIS LYON;MACON LOCHE;184;183;1;9;95.1
2011-10;Sud-Est;NIMES;PARIS LYON;394;393;1;51;87.0
2011-10;Sud-Est;ANNECY;PARIS LYON;200;200;0;15;92.5
2011-10;Est;PARIS EST;NANCY;294;292;2;19;93.5
2011-10;Est;NANCY;PARIS EST;292;292;0;19;93.5
2011-12;Atlantique;POITIERS;PARIS MONTPARNASSE;501;501;0;52;89.6
2011-12;Atlantique;ANGOULEME;PARIS MONTPARNASSE;349;349;0;43;87.7
2011-12;Sud-Est;LYON PART DIEU;MONTPELLIER;376;375;1;70;81.3
2011-12;Sud-Est;MONTPELLIER;LYON PART DIEU;369;369;0;55;85.1
2011-12;Atlantique;LYON PART DIEU;RENNES;51;51;0;8;84.3
2011-12;Est;PARIS LYON;MULHOUSE VILLE;283;283;0;30;89.4
2011-12;Sud-Est;PARIS LYON;NIMES;324;324;0;30;90.7
2011-12;Sud-Est;NIMES;PARIS LYON;337;337;0;39;88.4
2011-12;Est;NANTES;STRASBOURG;38;38;0;3;92.1
2011-12;Est;NANCY;PARIS EST;298;298;0;17;94.3
2011-11;Sud-Est;VALENCE ALIXAN TGV;PARIS LYON;234;233;1;38;83.7
2011-11;Atlantique;POITIERS;PARIS MONTPARNASSE;489;487;2;45;90.8
2011-11;Sud-Est;PARIS LYON;VALENCE ALIXAN TGV;264;264;0;22;91.7
2011-11;Atlantique;RENNES;PARIS MONTPARNASSE;533;519;14;87;83.2
2011-11;Atlantique;ST MALO;PARIS MONTPARNASSE;74;74;0;1;98.6
2011-11;Sud-Est;NICE VILLE;PARIS LYON;156;154;2;12;92.2
2011-11;Sud-Est;PARIS LYON;MACON LOCHE;179;179;0;12;93.3
2011-11;Sud-Est;ANNECY;PARIS LYON;192;192;0;12;93.8
2011-11;Sud-Est;PARIS LYON;ANNECY;197;197;0;14;92.9
2011-11;Est;STRASBOURG;NANTES;49;49;0;6;87.8
2012-03;Nord;LILLE;MARSEILLE ST CHARLES;159;158;1;28;82.3
2012-03;Nord;MARSEILLE ST CHARLES;LILLE;125;125;0;34;72.8
2012-03;Nord;LILLE;LYON PART DIEU;308;305;3;27;91.1
2012-03;Sud-Est;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;217;217;0;27;87.6
2012-03;Atlantique;PARIS MONTPARNASSE;ANGERS SAINT LAUD;446;446;0;20;95.5
2011-09;Atlantique;PARIS MONTPARNASSE;NANTES;595;595;0;24;96.0
2011-09;Atlantique;VANNES;PARIS MONTPARNASSE;171;171;0;6;96.5
2011-10;Atlantique;BREST;PARIS MONTPARNASSE;183;183;0;20;89.1
2011-09;Atlantique;TOURS;PARIS MONTPARNASSE;139;139;0;5;96.4
2011-09;Atlantique;LYON PART DIEU;RENNES;52;52;0;21;59.6
2011-09;Sud-Est;PARIS LYON;MACON LOCHE;181;181;0;17;90.6
2011-09;Sud-Est;PARIS LYON;AVIGNON TGV;384;384;0;51;86.7
2011-10;Nord;PARIS NORD;DUNKERQUE;174;174;0;17;90.2
2011-10;Nord;PARIS NORD;DOUAI;158;158;0;24;84.8
2011-09;Nord;PARIS NORD;ARRAS;361;361;0;29;92.0
2012-03;Nord;PARIS NORD;DOUAI;212;212;0;21;90.1
2012-03;Atlantique;BREST;PARIS MONTPARNASSE;173;173;0;3;98.3
2012-02;Atlantique;PARIS MONTPARNASSE;TOULOUSE MATABIAU;138;138;0;35;74.6
2012-03;Sud-Est;CHAMBERY CHALLES LES EAUX;PARIS LYON;284;284;0;48;83.1
2012-02;Atlantique;PARIS MONTPARNASSE;RENNES;534;533;1;74;86.1
2012-02;Atlantique;ST MALO;PARIS MONTPARNASSE;94;94;0;8;91.5
2012-02;Atlantique;VANNES;PARIS MONTPARNASSE;165;165;0;19;88.5
2012-02;Sud-Est;PARIS LYON;AVIGNON TGV;369;366;3;48;86.9
2012-02;Sud-Est;PARIS LYON;PERPIGNAN;147;147;0;22;85.0
2012-02;Atlantique;PARIS MONTPARNASSE;LA ROCHELLE VILLE;197;197;0;50;74.6
2012-02;Sud-Est;PARIS LYON;CHAMBERY CHALLES LES EAUX;305;305;0;58;81.0
2012-02;Sud-Est;MARSEILLE ST CHARLES;PARIS LYON;455;449;6;46;89.8
2012-02;Sud-Est;LYON PART DIEU;PARIS LYON;598;597;1;62;89.6
2012-02;Sud-Est;PARIS LYON;NIMES;336;336;0;55;83.6
2012-02;Est;STRASBOURG;NANTES;58;57;1;8;86.0
2012-02;Est;NANTES;STRASBOURG;58;57;1;11;80.7
2012-02;Nord;LILLE;PARIS NORD;588;587;1;116;80.2
2012-02;Nord;PARIS NORD;LILLE;596;595;1;97;83.7
2012-02;Est;METZ;PARIS EST;281;281;0;35;87.5
2011-12;Atlantique;PARIS MONTPARNASSE;TOULOUSE MATABIAU;140;140;0;11;92.1
2011-12;Atlantique;BORDEAUX ST JEAN;PARIS MONTPARNASSE;656;656;0;51;92.2
2011-12;Sud-Est;PARIS LYON;BESANCON FRANCHE COMTE TGV;222;222;0;16;92.8
2011-12;Sud-Est;VALENCE ALIXAN TGV;PARIS LYON;200;200;0;30;85.0
2011-12;Atlantique;PARIS MONTPARNASSE;POITIERS;479;479;0;23;95.2
2011-12;Sud-Est;BELLEGARDE (AIN);PARIS LYON;270;270;0;37;86.3
2011-12;Sud-Est;PARIS LYON;BELLEGARDE (AIN);276;276;0;41;85.1
2011-09;Atlantique;LA ROCHELLE VILLE;PARIS MONTPARNASSE;163;163;0;6;96.3
2011-09;Sud-Est;CHAMBERY CHALLES LES EAUX;PARIS LYON;167;167;0;20;88.0
2011-09;Nord;LILLE;MARSEILLE ST CHARLES;159;159;0;31;80.5
2011-09;Nord;DOUAI;PARIS NORD;132;132;0;11;91.7
2011-09;Nord;LILLE;PARIS NORD;628;628;0;49;92.2
2011-12;Atlantique;ANGERS SAINT LAUD;PARIS MONTPARNASSE;490;486;4;49;89.9
2011-12;Sud-Est;PARIS LYON;CHAMBERY CHALLES LES EAUX;248;248;0;41;83.5
2011-12;Sud-Est;MARSEILLE ST CHARLES;LYON PART DIEU;580;580;0;90;84.5
2011-12;Atlantique;PARIS MONTPARNASSE;LE MANS;477;476;1;65;86.3
2011-12;Sud-Est;LYON PART DIEU;PARIS LYON;605;605;0;23;96.2
2011-12;Nord;LILLE;MARSEILLE ST CHARLES;138;138;0;33;76.1
2011-12;Sud-Est;GRENOBLE;PARIS LYON;242;242;0;17;93.0
2011-12;Nord;PARIS NORD;DUNKERQUE;166;166;0;8;95.2
2011-12;Nord;DOUAI;PARIS NORD;184;183;1;18;90.2
2011-12;Nord;PARIS NORD;DOUAI;194;194;0;26;86.6
2011-11;Atlantique;ST PIERRE DES CORPS;PARIS MONTPARNASSE;455;453;2;65;85.7
2011-12;Sud-Est;CHAMBERY CHALLES LES EAUX;PARIS LYON;231;230;1;44;80.9
2011-11;Sud-Est;PARIS LYON;SAINT ETIENNE CHATEAUCREUX;106;106;0;12;88.7
2011-11;Sud-Est;PARIS LYON;BESANCON FRANCHE COMTE TGV;160;160;0;11;93.1
2011-11;Atlantique;PARIS MONTPARNASSE;POITIERS;441;436;5;37;91.5
2011-12;Sud-Est;AIX EN PROVENCE TGV;PARIS LYON;430;430;0;62;85.6
2011-11;Atlantique;VANNES;PARIS MONTPARNASSE;174;169;5;15;91.1
2011-11;Atlantique;PARIS MONTPARNASSE;TOURS;182;180;2;21;88.3
2011-11;Sud-Est;PARIS LYON;NIMES;365;365;0;37;89.9
2011-11;Est;NANTES;STRASBOURG;50;50;0;7;86.0
2011-10;Atlantique;ST PIERRE DES CORPS;PARIS MONTPARNASSE;461;460;1;96;79.1
2011-10;Atlantique;PARIS MONTPARNASSE;ST PIERRE DES CORPS;444;444;0;73;83.6
2011-10;Atlantique;PARIS MONTPARNASSE;BORDEAUX ST JEAN;659;659;0;64;90.3
2011-10;Sud-Est;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;116;116;0;18;84.5
2011-10;Sud-Est;PARIS LYON;SAINT ETIENNE CHATEAUCREUX;119;119;0;21;82.4
2011-10;Sud-Est;PARIS LYON;BESANCON FRANCHE COMTE TGV;152;152;0;10;93.4
2011-10;Atlantique;POITIERS;PARIS MONTPARNASSE;503;502;1;77;84.7
2011-10;Atlantique;PARIS MONTPARNASSE;TOURS;186;186;0;51;72.6
2011-10;Sud-Est;AVIGNON TGV;PARIS LYON;388;386;2;56;85.5
2011-10;Sud-Est;PARIS LYON;ANNECY;205;204;1;16;92.2
2011-11;Atlantique;LA ROCHELLE VILLE;PARIS MONTPARNASSE;149;149;0;12;91.9
2011-11;Sud-Est;MARSEILLE ST CHARLES;PARIS LYON;474;474;0;31;93.5
2011-11;Atlantique;ANGOULEME;PARIS MONTPARNASSE;364;362;2;32;91.2
2011-11;Atlantique;PARIS MONTPARNASSE;LE MANS;492;481;11;51;89.4
2011-11;Atlantique;BREST;PARIS MONTPARNASSE;176;172;4;25;85.5
2011-11;Sud-Est;LYON PART DIEU;MONTPELLIER;359;358;1;66;81.6
2011-11;Atlantique;LYON PART DIEU;RENNES;65;65;0;21;67.7
2011-11;Sud-Est;MONTPELLIER;PARIS LYON;383;382;1;49;87.2
2011-11;Sud-Est;PARIS LYON;MONTPELLIER;367;367;0;33;91.0
2011-11;Nord;PARIS NORD;LILLE;602;602;0;42;93.0
2011-09;Atlantique;PARIS MONTPARNASSE;POITIERS;457;457;0;38;91.7
2011-09;Atlantique;POITIERS;PARIS MONTPARNASSE;495;495;0;29;94.1
2011-09;Atlantique;QUIMPER;PARIS MONTPARNASSE;150;150;0;5;96.7
2011-09;Sud-Est;LYON PART DIEU;PARIS LYON;609;609;0;37;93.9
2011-09;Sud-Est;MONTPELLIER;PARIS LYON;383;383;0;33;91.4
2011-09;Sud-Est;PARIS LYON;MONTPELLIER;369;369;0;49;86.7
2011-09;Sud-Est;NICE VILLE;PARIS LYON;183;183;0;21;88.5
2011-09;Est;PARIS LYON;MULHOUSE VILLE;217;217;0;23;89.4
2011-09;Est;PARIS EST;NANCY;288;288;0;11;96.2
2011-09;Est;METZ;PARIS EST;289;288;1;15;94.8
2012-02;Sud-Est;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;96;95;1;22;76.8
2012-02;Sud-Est;VALENCE ALIXAN TGV;PARIS LYON;227;223;4;50;77.6
2012-02;Atlantique;RENNES;PARIS MONTPARNASSE;544;544;0;71;86.9
2012-02;Sud-Est;AVIGNON TGV;PARIS LYON;311;310;1;50;83.9
2012-02;Nord;ARRAS;PARIS NORD;325;325;0;58;82.2
2011-12;Atlantique;PARIS MONTPARNASSE;ST PIERRE DES CORPS;470;470;0;59;87.4
2012-01;Sud-Est;PARIS LYON;CHAMBERY CHALLES LES EAUX;262;262;0;36;86.3
2011-12;Sud-Est;BESANCON FRANCHE COMTE TGV;PARIS LYON;195;195;0;17;91.3
2011-12;Sud-Est;PARIS LYON;SAINT ETIENNE CHATEAUCREUX;118;118;0;12;89.8
2011-12;Sud-Est;PARIS LYON;MARSEILLE ST CHARLES;414;414;0;23;94.4
2011-12;Atlantique;ST MALO;PARIS MONTPARNASSE;93;93;0;4;95.7
2011-12;Sud-Est;NICE VILLE;PARIS LYON;167;167;0;31;81.4
2011-12;Sud-Est;PARIS LYON;PERPIGNAN;105;105;0;7;93.3
2011-12;Nord;PARIS NORD;ARRAS;373;373;0;44;88.2
2011-12;Est;METZ;PARIS EST;298;298;0;9;97.0
2012-02;Sud-Est;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;203;203;0;49;75.9
2012-02;Atlantique;PARIS MONTPARNASSE;ANGERS SAINT LAUD;419;419;0;73;82.6
2012-02;Sud-Est;AIX EN PROVENCE TGV;PARIS LYON;397;396;1;75;81.1
2012-02;Atlantique;PARIS MONTPARNASSE;LE MANS;426;426;0;98;77.0
2012-02;Atlantique;LAVAL;PARIS MONTPARNASSE;234;234;0;33;85.9
2012-02;Sud-Est;DIJON VILLE;PARIS LYON;449;447;2;68;84.8
2012-02;Sud-Est;PARIS LYON;DIJON VILLE;456;456;0;39;91.4
2012-02;Sud-Est;GRENOBLE;PARIS LYON;237;237;0;23;90.3
2012-02;Nord;LYON PART DIEU;LILLE;255;255;0;86;66.3
2012-02;Nord;DOUAI;PARIS NORD;189;189;0;35;81.5
2012-01;Sud-Est;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;217;217;0;30;86.2
2012-01;Atlantique;PARIS MONTPARNASSE;ANGERS SAINT LAUD;446;446;0;25;94.4
2012-01;Sud-Est;PARIS LYON;MARSEILLE ST CHARLES;495;495;0;33;93.3
2012-01;Atlantique;PARIS MONTPARNASSE;ANGOULEME;331;331;0;19;94.3
2012-01;Atlantique;LE MANS;PARIS MONTPARNASSE;478;478;0;76;84.1
2012-01;Atlantique;LYON PART DIEU;RENNES;31;31;0;1;96.8
2012-01;Nord;DUNKERQUE;PARIS NORD;109;109;0;8;92.7
2012-01;Nord;DOUAI;PARIS NORD;207;207;0;26;87.4
2012-01;Est;METZ;PARIS EST;301;301;0;25;91.7
2012-01;Est;PARIS EST;METZ;314;314;0;20;93.6
2011-09;Atlantique;PARIS MONTPARNASSE;ST PIERRE DES CORPS;448;448;0;75;83.3
2011-10;Atlantique;LA ROCHELLE VILLE;PARIS MONTPARNASSE;144;143;1;17;88.1
2011-09;Atlantique;PARIS MONTPARNASSE;TOULOUSE MATABIAU;121;121;0;9;92.6
2011-09;Sud-Est;PARIS LYON;BESANCON FRANCHE COMTE TGV;178;178;0;16;91.0
2011-09;Atlantique;PARIS MONTPARNASSE;RENNES;565;565;0;49;91.3
2011-09;Atlantique;RENNES;PARIS MONTPARNASSE;560;560;0;16;97.1
2011-09;Sud-Est;BELLEGARDE (AIN);PARIS LYON;257;257;0;13;94.9
2011-10;Sud-Est;DIJON VILLE;PARIS LYON;398;397;1;23;94.2
2011-10;Sud-Est;PARIS LYON;DIJON VILLE;393;393;0;16;95.9
2011-10;Sud-Est;GRENOBLE;PARIS LYON;242;241;1;20;91.7
2015-02;Atlantique;LA ROCHELLE VILLE;PARIS MONTPARNASSE;205;204;1;12;94.1
2015-02;Atlantique;BORDEAUX ST JEAN;PARIS MONTPARNASSE;619;618;1;53;91.4
2015-02;Sud-Est;MARSEILLE ST CHARLES;LYON PART DIEU;498;498;0;90;81.9
2015-02;Sud-Est;AIX EN PROVENCE TGV;PARIS LYON;416;416;0;31;92.5
2015-02;Atlantique;ANGOULEME;PARIS MONTPARNASSE;320;319;1;36;88.7
2015-02;Sud-Est;MONTPELLIER;PARIS LYON;269;269;0;21;92.2
2015-02;Nord;LILLE;MARSEILLE ST CHARLES;192;192;0;36;81.3
2015-02;Nord;DOUAI;PARIS NORD;190;190;0;19;90.0
2015-02;Nord;ARRAS;PARIS NORD;311;311;0;33;89.4
2015-02;Est;METZ;PARIS EST;266;261;5;29;88.9
2015-02;Atlantique;PARIS MONTPARNASSE;QUIMPER;141;141;0;12;91.5
2015-02;Atlantique;PARIS MONTPARNASSE;RENNES;504;503;1;54;89.3
2015-02;Atlantique;RENNES;PARIS MONTPARNASSE;524;524;0;64;87.8
2015-02;Sud-Est;PARIS LYON;LE CREUSOT MONTCEAU MONTCHANIN;187;187;0;7;96.3
2015-02;Sud-Est;PARIS LYON;SAINT ETIENNE CHATEAUCREUX;101;101;0;17;83.2
2015-02;Atlantique;NANTES;PARIS MONTPARNASSE;506;505;1;94;81.4
2015-02;Atlantique;PARIS MONTPARNASSE;LAVAL;208;208;0;18;91.3
2015-02;Atlantique;TOURS;PARIS MONTPARNASSE;188;188;0;27;85.6
2015-02;Sud-Est;PARIS LYON;MULHOUSE VILLE;276;276;0;15;94.6
2015-02;Sud-Est;MULHOUSE VILLE;PARIS LYON;290;290;0;15;94.8
2015-04;Atlantique;BORDEAUX ST JEAN;PARIS MONTPARNASSE;663;661;2;47;92.9
2015-03;Atlantique;TOULOUSE MATABIAU;PARIS MONTPARNASSE;181;181;0;17;90.6
2015-04;Sud-Est;AVIGNON TGV;PARIS LYON;578;576;2;131;77.3
2015-04;Atlantique;LA ROCHELLE VILLE;PARIS MONTPARNASSE;215;214;1;8;96.3
2015-04;Atlantique;ANGERS SAINT LAUD;PARIS MONTPARNASSE;453;453;0;28;93.8
2015-03;Sud-Est;VALENCE ALIXAN TGV;PARIS LYON;227;227;0;35;84.6
2015-04;Sud-Est;BELLEGARDE (AIN);PARIS LYON;246;246;0;23;90.7
2015-03;Atlantique;TOURS;PARIS MONTPARNASSE;206;206;0;15;92.7
